"filename", "language", "Markdown", "Ini", "C++", "JSON", "Properties", "Plain Text (PDF)", "Perl", "C", "Makefile", "Processing", "HTML", "JavaScript", "CSS", "XML", "comment", "blank", "total"
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_OV5642_Capture/html/materialize/css/materialize.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6183, 0, 448, 1795, 8426
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_OV5642_Capture/html/materialize/css/materialize.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 13, 0, 16
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_OV5642_Capture/html/materialize/font/material-design-icons/Material-Design-Icons.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 769, 0, 0, 769
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_OV5642_Capture/html/materialize/js/jquery-2.1.1.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 5
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_OV5642_Capture/html/materialize/js/materialize.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4146, 0, 0, 1154, 1179, 6479
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_OV5642_Capture/html/materialize/js/materialize.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 10
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_OV5642_Capture/html/video.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 2, 5, 90
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V1_OV2640_Capture2SD/ArduCAM_ESP8266_V1_OV2640_Capture2SD.ino", "C++", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 17, 147
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V1_OV2640_Video2SD/ArduCAM_ESP8266_V1_OV2640_Video2SD.ino", "C++", 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 22, 258
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V1_OV5640_Capture2SD/ArduCAM_ESP8266_V1_OV5640_Capture2SD.ino", "C++", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 16, 155
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V1_OV5640_Video2SD/ArduCAM_ESP8266_V1_OV5640_Video2SD.ino", "C++", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 23, 265
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V1_OV5642_Capture2SD/ArduCAM_ESP8266_V1_OV5642_Capture2SD.ino", "C++", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 16, 162
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V1_OV5642_Video2SD/ArduCAM_ESP8266_V1_OV5642_Video2SD.ino", "C++", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 25, 270
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V2_OV2640_Capture2SD/ArduCAM_ESP8266_V2_OV2640_Capture2SD.ino", "C++", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 17, 147
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V2_OV2640_Video2SD/ArduCAM_ESP8266_V2_OV2640_Video2SD.ino", "C++", 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 22, 258
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V2_OV5640_Capture2SD/ArduCAM_ESP8266_V2_OV5640_Capture2SD.ino", "C++", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 16, 155
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V2_OV5640_Video2SD/ArduCAM_ESP8266_V2_OV5640_Video2SD.ino", "C++", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 23, 265
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V2_OV5642_Capture2SD/ArduCAM_ESP8266_V2_OV5642_Capture2SD.ino", "C++", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 16, 162
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/ESP8266/ArduCAM_ESP8266_V2_OV5642_Video2SD/ArduCAM_ESP8266_V2_OV5642_Video2SD.ino", "C++", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 26, 271
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/REVC/ArduCAM_REVC_Camera_Playback/ArduCAM_REVC_Camera_Playback.ino", "C++", 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 9, 305
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/REVC/ArduCAM_REVC_Capture2SD/ArduCAM_REVC_Capture2SD.ino", "C++", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3, 208
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/REVC/ArduCAM_REVC_Digital_Camera/ArduCAM_REVC_Digital_Camera.ino", "C++", 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 8, 279
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/REVC/ArduCAM_REVC_Video2SD/ArduCAM_REVC_Video2SD.ino", "C++", 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 11, 302
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/REVC/ArduCAM_REVC_Video_Streaming/ArduCAM_REVC_Video_Streaming.ino", "C++", 0, 0, 357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2, 391
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/README.md", "Markdown", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/arducam_arch_raspberrypi.c", "C", 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 14, 30, 216
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/arducam_arch_raspberrypi.h", "C++", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 55
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/arducam_ov2640_4cams_capture.cpp", "C++", 0, 0, 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 19, 395
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/arducam_ov2640_capture.cpp", "C++", 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 5, 169
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/arducam_ov5640_4cams_capture.cpp", "C++", 0, 0, 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 15, 395
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/arducam_ov5640_capture.cpp", "C++", 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 170
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/arducam_ov5642_4cams_capture.cpp", "C++", 0, 0, 325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 15, 389
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/arducam_ov5642_capture.cpp", "C++", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 164
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/RaspberryPi/makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 10, 46
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_Camera_Playback/ArduCAM_Shield_V2_Camera_Playback.ino", "C++", 0, 0, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 3, 316
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_Capture2SD/ArduCAM_Shield_V2_Capture2SD.ino", "C++", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 233
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_Digital_Camera/ArduCAM_Shield_V2_Digital_Camera.ino", "C++", 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 9, 317
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_Digital_Camera_2560/ArduCAM_Shield_V2_Digital_Camera_2560.ino", "C++", 0, 0, 462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 23, 540
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_MT9D111_Camera_JPEG/ArduCAM_Shield_V2_MT9D111_Camera_JPEG.ino", "C++", 0, 0, 555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 144, 791
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_MT9M001_Camera_RAW/ArduCAM_Shield_V2_MT9M001_Camera_RAW.ino", "C++", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 9, 185
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_MT9M034_Camera_RAW/ArduCAM_Shield_V2_MT9M034_Camera_RAW.ino", "C++", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 8, 137
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_MT9V034_Camera_RAW/ArduCAM_Shield_V2_MT9V034_Camera_RAW.ino", "C++", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 11, 188
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_MT9V034_Camera_RAW/README.md", "Markdown", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_Multi_Capture2SD/ArduCAM_Shield_V2_Multi_Capture2SD.ino", "C++", 0, 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 4, 272
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_Touch/ArduCAM_Shield_V2_Touch.ino", "C++", 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 7, 303
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_Video2SD/ArduCAM_Shield_V2_Video2SD.ino", "C++", 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 9, 330
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_Video_Streaming/ArduCAM_Shield_V2_Video_Streaming.ino", "C++", 0, 0, 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 2, 524
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/Shield_V2/ArduCAM_Shield_V2_short_movie_clip/ArduCAM_Shield_V2_short_movie_clip.ino", "C++", 0, 0, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 3, 369
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_2MP_OV2640_functions/ArduCAM_Mini_2MP_OV2640_functions.ino", "C++", 0, 0, 531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 3, 562
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_2MP_Plus_Multi_Capture2SD/ArduCAM_Mini_2MP_Plus_Multi_Capture2SD.ino", "C++", 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 3, 213
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_2MP_Plus_VideoStreaming/ArduCAM_Mini_2MP_Plus_VideoStreaming.ino", "C++", 0, 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 442
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_2MP_Plus_functions/ArduCAM_Mini_2MP_Plus_functions.ino", "C++", 0, 0, 531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 3, 560
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_2MP_Plus_short_movie_clip/ArduCAM_Mini_2MP_Plus_short_movie_clip.ino", "C++", 0, 0, 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 6, 319
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_3MP_OV3640_functions/ArduCAM_Mini_3MP_OV3640_functions.ino", "C++", 0, 0, 502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 3, 530
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_4CAM_Capture2SD/ArduCAM_Mini_4CAM_Capture2SD.ino", "C++", 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 9, 294
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_4CAM_VideoStreaming/ArduCAM_Mini_4CAM_VideoStreaming.ino", "C++", 0, 0, 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 13, 425
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_OV5640_AutoFocus/ArduCAM_Mini_5MP_OV5640_AutoFocus.ino", "C++", 0, 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 16, 411
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_OV5640_Plus_Functions/ArduCAM_Mini_5MP_OV5640_Plus_Functions.ino", "C++", 0, 0, 638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 672
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_OV5642_Plus_Functions/ArduCAM_Mini_5MP_OV5642_Plus_Functions.ino", "C++", 0, 0, 816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 7, 853
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_Plus_4CAM_Capture2SD/ArduCAM_Mini_5MP_Plus_4CAM_Capture2SD.ino", "C++", 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 6, 277
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_Plus_4CAM_VideoStreaming/ArduCAM_Mini_5MP_Plus_4CAM_VideoStreaming.ino", "C++", 0, 0, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 9, 373
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_Plus_LowPowerMode/ArduCAM_Mini_5MP_Plus_LowPowerMode.ino", "C++", 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 4, 240
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_Plus_Multi_Capture2SD/ArduCAM_Mini_5MP_Plus_Multi_Capture2SD.ino", "C++", 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 6, 231
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_Plus_OV5642_RAW/ArduCAM_Mini_5MP_Plus_OV5642_RAW.ino", "C++", 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 6, 150
